Type,Name,URL,Date,Claim,Verdict
Claim,‘Dağdan geçmeyen tünel’ fotoğrafı aslında neyi gösteriyor?,https://teyit.org/dagdan-gecmeyen-tunel-fotografi-aslinda-neyi-gosteriyor/,2018-12-08,İDDİA: Dağ olmayan yere tünel yapıldı.,DOĞRU
Claim,‘Istanbul (not Constantinople)’ şarkısını Atatürk’ün yazdırdığı iddiası,https://teyit.org/istanbul-not-constantinople-sarkisini-ataturkun-yazdirdigi-iddiasi/,2018-12-10,İDDİA: ‘Istanbul (not Constantinople)’ şarkısını Atatürk yazdırdı.,YANLIŞ
Claim,Fotoğrafın Paris’teki bir duvara ‘Zulüm 1789’da başladı’ yazıldığını gösterdiği iddiası,https://teyit.org/fotografin-paristeki-bir-duvara-zulum-1789da-basladi-yazildigini-gosterdigi-iddiasi/,2018-12-10,İDDİA / Fotoğraf: Paris’teki eylemler sırasında bir duvarın üzerine ‘Zulüm 1789’da başladı’ yazıldı.,YANLIŞ
Claim,15 Temmuz gecesi iki askerin kaybolduğu ve domuz bağıyla gömülü bulundukları iddiası,https://teyit.org/15-temmuz-gecesi-iki-askerin-kayboldugu-ve-domuz-bagiyla-gomulu-bulunduklari-iddiasi/,2018-12-10,İDDİA: Darbe gecesi kaybolan iki asker domuz bağıyla gömülü halde bulundu.,YANLIŞ
Claim,Dingil mesafesi 3.20 metrenin üstünde olan araçlar ikinci köprüden geçtiğinde ceza yazıldığı iddiası,https://teyit.org/dingil-mesafesi-3-20-metrenin-ustunde-olan-araclar-ikinci-kopruden-gectiginde-ceza-yazildigi-iddiasi/,2018-12-11,İDDİA: Dingil mesafesi 3.20 metrenin üstünde olan araçlar ikinci köprüden geçtiğinde ceza yazılıyor.,KARMA
Claim,ABD’de bir kalp hastasının öksürürken akciğerinin bronş ağacı bölgesini tükürdüğü iddiası,https://teyit.org/abdde-bir-kalp-hastasinin-oksururken-akcigerinin-brons-agaci-bolgesini-tukurdugu-iddiasi/,2018-12-12,İDDİA / Fotoğraf: ABD’de bir kalp hastası öksürürken akciğerinin bronş ağacı bölgesini tükürdü.,YANLIŞ
Claim,Fotoğrafın Çinlilerin işkence ettiği bir Doğu Türkistanlıyı gösterdiği iddiası,https://teyit.org/fotografin-cinlilerin-iskence-ettigi-bir-dogu-turkistanliyi-gosterdigi-iddiasi/,2018-12-14,İDDİA / Fotoğraf: Çinlilerin işkence ettiği bir Doğu Türkistanlı.,YANLIŞ
Claim,İki lise öğrencisinin projesi Google Bilim Fuarı’nda yarı finale mi kaldı?,https://teyit.org/iki-lise-ogrencisinin-projesi-google-bilim-fuarinda-yari-finale-mi-kaldi/,2018-12-14,İDDİA: Lise öğrencilerinin projesi Google Bilim Fuarı’nda yarı finale kaldı.,YANLIŞ
Claim,Videoda kafası bedeninden ayrılan kişinin Cemal Kaşıkçı olduğu iddiası,https://teyit.org/videoda-kafasi-bedeninden-ayrilan-kisinin-cemal-kasikci-oldugu-iddiasi/,2018-11-28,İDDİA / Video: Videoda kafası bedeninden ayrılan kişi Cemal Kaşıkçı.,YANLIŞ
Claim,KKTC bayrağını Necmettin Erbakan’ın çizdiği iddiası,https://teyit.org/kktc-bayragini-necmettin-erbakanin-cizdigi-iddiasi/,2018-12-14,İDDİA: KKTC bayrağını Necmettin Erbakan çizdi.,YANLIŞ
Claim,A Haber’in ‘4 bin 600 yıllık cami taşınıyor’ alt bandı kullandığı iddiası,https://teyit.org/a-haberin-4-bin-600-yillik-cami-tasiniyor-alt-bandi-kullandigi-iddiasi/,2018-11-29,"İDDİA / Fotoğraf: A Haber, “4 bin 600 yıllık cami taşınıyor” şeklinde alt bant kullandı.",DOĞRU
Claim,Hırvatistan Cumhurbaşkanı Grabar-Kitarovic’in ekonomik krize karşı aldığı iddia edilen önlemler,https://teyit.org/hirvatistan-cumhurbaskani-grabar-kitarovicin-ekonomik-krize-karsi-aldigi-iddia-edilen-onlemler/,2018-11-29,İDDİA: Hırvatistan Cumhurbaşkanı Kolinda Grabar-Kitarovic’in ekonomik krize karşı aldığı önlemler.,YANLIŞ
Claim,Torku’nun bira ürettiği iddiası,https://teyit.org/torkunun-bira-urettigi-iddiasi/,2018-11-30,İDDİA: Gıda firması Torku şirketi bira üretti.,YANLIŞ
Claim,Almanya’nın Türkiye’den 50 bin işçi alacağı iddiası,https://teyit.org/almanyanin-turkiyeden-50-bin-isci-alacagi-iddiasi/,2018-12-04,İDDİA: Almanya Türkiye’den 50 bin işçi alacak.,YANLIŞ
Claim,Fotoğrafın Japonya’da uçak gecikince yolculardan özür dileyen çalışanları gösterdiği iddiası,https://teyit.org/fotografin-japonyada-ucak-gecikince-yolculardan-ozur-dileyen-calisanlari-gosterdigi-iddiasi/,2018-11-26,İDDİA / Fotoğraf: Japonya’da uçak geciktiği için havayolu şirketi çalışanları yolcuların önünde eğilerek özür diliyor.,YANLIŞ
Claim,Barcelona’nın stadı Camp Nou’da Atatürk posteri açıldığı ve Messi’nin Atatürk baskılı tişört giydiği iddiası,https://teyit.org/barcelonanin-stadi-camp-nouda-ataturk-posteri-acildigi-ve-messinin-ataturk-baskili-tisort-giydigi-iddiasi/,2018-11-27,İDDİA / Fotoğraf: Barcelona’nın stadı Camp Nou’da Atatürk posteri açıldı ve Messi Atatürk baskılı tişört giydi.,YANLIŞ
Claim,Erdoğan’ın ‘Silahlı teröristle soğanlı terörist arasında hiçbir fark yok’ dediği iddiası,https://teyit.org/erdoganin-silahli-teroristle-soganli-terorist-arasinda-hicbir-fark-yok-dedigi-iddiasi/,2018-11-28,"İDDİA: Cumhurbaşkanı Erdoğan “Silahlı teröristle, soğanı olan terörist arasında hiçbir fark yok.” dedi.",YANLIŞ
Claim,Fotoğrafın Erdoğan ve Soros’u aynı masada gösterdiği iddiası,https://teyit.org/fotografin-erdogan-ve-sorosu-ayni-masada-gosterdigi-iddiasi/,2018-11-23,İDDİA / Fotoğraf: Cumhurbaşkanı Recep Tayyip Erdoğan ve iş insanı George Soros aynı masada.,DOĞRU
Claim,Fotoğrafın Atatürk’ün çocuklarla satranç oynadığını gösterdiği iddiası,https://teyit.org/fotografin-ataturkun-cocuklarla-satranc-oynadigini-gosterdigi-iddiasi/,2018-11-03,İDDİA / Fotoğraf: Atatürk çocuklarla satranç oynuyor.,YANLIŞ
Claim,Fotoğrafın Antakya yakınlarında görülen 7 tonluk yılanı gösterdiği iddiası,https://teyit.org/fotografin-antakya-yakinlarinda-gorulen-7-tonluk-yilani-gosterdigi-iddiasi/,2018-11-03,"İDDİA / Fotoğraflar: Fotoğraflar, Antakya yakınlarında görülen 7 tonluk yılanı gösteriyor.",YANLIŞ
Claim,Videonun laboratuvar ortamında üretilen ilk canlı vücut parçalarını gösterdiği iddiası,https://teyit.org/videonun-laboratuvar-ortaminda-uretilen-ilk-canli-vucut-parcalarini-gosterdigi-iddiasi/,2018-11-07,İDDİA / Video:  Laboratuvar ortamında üretilen ilk canlı vücut parçaları projesi Oscar.,YANLIŞ
Claim,Fotoğrafın Emine Erdoğan’ın satrançta yanlış hamle yaptığını gösterdiği iddiası,https://teyit.org/fotografin-emine-erdoganin-satrancta-yanlis-hamle-yaptigini-gosterdigi-iddiasi/,2018-11-07,İDDİA / Fotoğraf: Emine Erdoğan satranç oynarken yanlış hamle yaptı.,YANLIŞ
Claim,Videonun Endonezya’da düşen uçağın içerisinden kaydedilen son anları gösterdiği iddiası,https://teyit.org/videonun-endonezyada-dusen-ucagin-icerisinden-kaydedilen-son-anlari-gosterdigi-iddiasi/,2018-11-08,İDDİA / Video: Endonezya’da kaza yapan uçağın düşmeden önce içinden çekilen görüntüleri gösteren video.,YANLIŞ
Claim,Fotoğrafın Türkiye’nin Washington Büyükelçiliği’nde çekildiği iddiası,https://teyit.org/fotografin-turkiyenin-washington-buyukelciliginde-cekildigi-iddiasi/,2018-11-12,İDDİA / Fotoğraf: Siyah Amerikalılara yönelik ayrımcılığın belirgin olduğu bir dönemde Türkiye’nin Washington Büyükelçiliği’nde bir grup siyah Amerikalı bir araya geliyor.,DOĞRU
Claim,Görselin Milliyet Gazetesi’nin “Atatürk Putu Kampanyası” kupürünü gösterdiği iddiası,https://teyit.org/gorselin-milliyet-gazetesinin-ataturk-putu-kampanyasi-kupurunu-gosterdigi-iddiasi/,2018-11-13,İDDİA / Fotoğraf: Milliyet Gazetesi’nin düzenlediği “Atatürk Putu Kampanyası”.,YANLIŞ
Claim,Videonun 10 Kasım’da Güney Kore’deki bir televizyon kanalında yayınlandığı iddiası,https://teyit.org/videonun-10-kasimda-guney-koredeki-bir-televizyon-kanalinda-yayinlandigi-iddiasi/,2018-11-13,İDDİA / Video: Güney Kore’deki televizyon kanalı 10 Kasım’da Atatürk hakkında bir haber yayınladı.,YANLIŞ
Claim,Adıyaman’da Atatürk heykeline saldırdığı belirtilen kişinin Suriyeli olduğu iddiası,https://teyit.org/adiyamanda-ataturk-heykeline-saldirdigi-belirtilen-kisinin-suriyeli-oldugu-iddiasi/,2018-11-14,İDDİA / Video: Suriyeli bir kişi Adıyaman’daki Atatürk heykeline saldırdı.,YANLIŞ
Claim,Faturanın Konya’da yaşayan Suriyelinin sudan bedava yararlandığını gösterdiği iddiası,https://teyit.org/faturanin-konyada-yasayan-suriyelinin-sudan-bedava-yararlandigini-gosterdigi-iddiasi/,2018-11-15,İDDİA / Fotoğraf: Konya’da yaşayan Suriyeli mülteci su faturası ödemiyor.,YANLIŞ
Claim,Videonun İstanbul Havalimanı’nın sular altında kaldığını gösterdiği iddiası,https://teyit.org/videonun-istanbul-havalimaninin-sular-altinda-kaldigini-gosterdigi-iddiasi/,2018-11-16,İDDİA / Video: İstanbul'da yeni açılan havalimanı yağmur nedeniyle sular altında kaldı.,YANLIŞ
Claim,Videonun yeni İstanbul Havalimanı’nı su bastığını gösterdiği iddiası,https://teyit.org/videonun-yeni-istanbul-havalimanini-su-bastigini-gosterdigi-iddiasi/,2018-11-17,İDDİA / Video: Yeni yapılan İstanbul Havalimanı'nı su bastı.,YANLIŞ
Claim,Videoların yeni İstanbul Havalimanı’nda su baskını yaşandığını gösterdiği iddiası,https://teyit.org/videolarin-yeni-istanbul-havalimaninda-su-baskini-yasandigini-gosterdigi-iddiasi/,2018-11-18,İDDİA / Video: Yeni açılan İstanbul Havalimanı’nda su baskını yaşandı.,DOĞRU
Claim,Videonun İstanbul Havalimanı’nın tavanından akan suları gösterdiği iddiası,https://teyit.org/videonun-istanbul-havalimaninin-tavanindan-akan-sulari-gosterdigi-iddiasi/,2018-11-18,İDDİA / Video: İstanbul Havalimanı’nın tavanından su akıyor.,YANLIŞ
Claim,TÜİK’in anketi cevaplamayan kişiye para cezası kestiği ve ankette namazla ilgili soru sorulduğu iddiası,https://teyit.org/tuikin-anketi-cevaplamayan-kisiye-para-cezasi-kestigi-ve-ankette-namazla-ilgili-soru-soruldugu-iddiasi/,2018-11-20,"İDDİA: TÜİK, yaptığı ankette geçen “Namaz kılıyor musunuz?” sorusuna cevap vermek istemeyen bir kişiye para cezası kesti.",KARMA
Claim,Videonun Malezya’da ölümünden 10 yıl sonra vücudunda hiçbir çürüme yaşanmayan hafızı gösterdiği iddiası,https://teyit.org/videonun-malezyada-olumunden-10-yil-sonra-vucudunda-hicbir-curume-yasanmayan-hafizi-gosterdigi-iddiasi/,2018-11-19,İDDİA / Video: Malezya'da ölümünden 10 yıl sonra tabutu açılan ve vücudunda hiçbir çürüme yaşanmayan hafız.,YANLIŞ
Claim,Fotoğrafın Freddie Mercury ve İbrahim Tatlıses’i yan yana gösterdiği iddiası,https://teyit.org/fotografin-freddie-mercury-ve-ibrahim-tatlisesi-yan-yana-gosterdigi-iddiasi/,2018-11-21,İDDİA/ Fotoğraf: Freddie Mercury ve İbrahim Tatlıses'in yan yana fotoğrafı.,YANLIŞ
Claim,Fotoğrafların Cemal Kaşıkçı’nın bedenini parçalanırken gösterdiği iddiası,https://teyit.org/fotograflarin-cemal-kasikcinin-bedenini-parcalanirken-gosterdigi-iddiasi/,2018-11-21,İDDİA / Fotoğraf: Parçalanmış beden görüntüleri Cemal Kaşıkçı'ya ait.,YANLIŞ
Claim,Fotoğrafın AK Parti milletvekili Radiye Sezer Katırcıoğlu’nun camide konuşma yaptığını gösterdiği iddiası,https://teyit.org/fotografin-ak-parti-milletvekili-radiye-sezer-katircioglunun-camide-konusma-yaptigini-gosterdigi-iddiasi/,2018-11-21,İDDİA / Fotoğraf: AK Parti Kocaeli milletvekili Radiye Sezer Katırcıoğlu camide konuşma yaptı.,DOĞRU
Claim,Çin’de yapılan havalimanı dünyadaki tüm havalimanlarından daha mı büyük?,https://teyit.org/cinde-yapilan-havalimani-dunyadaki-tum-havalimanlarindan-daha-mi-buyuk/,2018-10-30,"İDDİA: Çin’de inşa edilmekte olan havalimanı, 29 Ekim 2018’de açılışı yapılan İstanbul Havalimanı da dahil dünyadaki tüm havalimanlarından daha büyük.",YANLIŞ
Claim,Newton’ın başına elma düştü mü?,https://teyit.org/newtonin-basina-elma-dustu-mu/,2018-10-04,İDDİA: Newton başına elma düşmesi sonucunda yerçekimi teorisini geliştirdi.,BELİRSİZ
Claim,Adnan Oktar’ın New Scientist dergisi tarafından övüldüğü iddiası,https://teyit.org/adnan-oktarin-new-scientist-dergisi-tarafindan-ovuldugu-iddiasi/,2018-10-05,"İDDİA: New Scientist dergisi, “Darwin’i yakmak” başlıklı makalesinde Adnan Oktar’ı övdü.",YANLIŞ
Claim,Fotoğrafın İsmet İnönü’yü sadece ABD bayrağını tutarken gösterdiği iddiası,https://teyit.org/fotografin-ismet-inonuyu-sadece-abd-bayragini-tutarken-gosterdigi-iddiasi/,2018-10-08,İDDİA / Fotoğraf: İsmet İnönü sadece ABD bayrağını tutuyor.,YANLIŞ
Claim,Fotoğrafın şehit cenazesinde poz veren Kemal Kılıçdaroğlu’nu gösterdiği iddiası,https://teyit.org/fotografin-sehit-cenazesinde-poz-veren-kemal-kilicdaroglunu-gosterdigi-iddiasi/,2018-10-09,İDDİA / Fotoğraf: Kemal Kılıçdaroğlu şehit cenazesinde gülerek fotoğraf çektirdi.,KARMA
Claim,Görüntülerin İstanbul’daki üçüncü havalimanının tanıtım videosundan olduğu iddiası,https://teyit.org/goruntulerin-istanbuldaki-ucuncu-havalimaninin-tanitim-videosundan-oldugu-iddiasi/,2018-10-10,İDDİA / Video: İstanbul’a inşa edilen yeni havalimanının tanıtım videosu.,YANLIŞ
Claim,İnegöl Muratbey’deki caminin samanlık olarak kullanıldığı iddiası,https://teyit.org/inegol-muratbeydeki-caminin-samanlik-olarak-kullanildigi-iddiasi/,2018-10-11,İDDİA: İnegöl Muratbey’deki cami samanlık olarak kullanılıyor.,KARMA
Claim,Fotoğrafta Fethullah Gülen’in yanındaki kişi Sanayi ve Teknoloji Bakanı Mustafa Varank mı?,https://teyit.org/fotografta-fethullah-gulenin-yanindaki-kisi-sanayi-ve-teknoloji-bakani-mustafa-varank-mi/,2018-10-13,İDDİA / Fotoğraf: Fethullah Gülen’in yanındaki kişi Sanayi ve Teknoloji Bakanı Mustafa Varank.,YANLIŞ
Claim,A Haber’in “Rahip Brunson 15 Temmuz’da İzmir’i savundu” alt bandı kullandığı iddiası,https://teyit.org/a-haberin-rahip-brunson-15-temmuzda-izmiri-savundu-alt-bandi-kullandigi-iddiasi/,2018-10-15,"İDDİA: A Haber, “Rahip Brunson 15 Temmuz gecesi darbecilere karşı hayatını riske atarak İzmir’i savundu” şeklinde alt bant kullandı.",YANLIŞ
Claim,Videonun Umman’da doğum günü için balona bağlanıp düşen adamı gösterdiği iddiası,https://teyit.org/videonun-ummanda-dogum-gunu-icin-balona-baglanip-dusen-adami-gosterdigi-iddiasi/,2018-10-17,İDDİA / Video: Umman'da doğum günü sürprizi olarak balonlara bağlanan adam düşüp hayatını kaybetti ve cesedi 3 gün sonra bulundu.,YANLIŞ
Claim,"ALO 182’den alınan randevularda 4,5 TL katılım payı alındığı iddiası",https://teyit.org/alo-182den-alinan-randevularda-45-tl-katilim-payi-alindigi-iddiasi/,2018-10-18,"İDDİA: ALO 182’den alınan randevularda 4,5 TL katılım payı alınıyor.",KARMA
Claim,Elinde süt ve ekmek tutan çocuk fotoğrafının Ara Güler’e ait olduğu iddiası,https://teyit.org/elinde-sut-ve-ekmek-tutan-cocuk-fotografinin-ara-gulere-ait-oldugu-iddiasi/,2018-10-18,İDDİA / Fotoğraf: Elinde süt ve ekmek bulunan çocuğun fotoğrafı Ara Güler’e ait.,YANLIŞ
Claim,Fotoğrafın topun ağzına bağlanarak İngilizler tarafından öldürülen Hint Müslümanlarını gösterdiği iddiası,https://teyit.org/fotografin-topun-agzina-baglanarak-ingilizler-tarafindan-oldurulen-hint-muslumanlarini-gosterdigi-iddiasi/,2018-10-19,İDDİA / Fotoğraf: İngiliz askerleri Müslüman Hintleri topun ağzına bağlayarak öldürüyor.,KARMA
Claim,Videonun Atatürk’ün ABD’de en iyi lider seçildiğini ve Obama’nın bunu takdim ettiğini gösterdiği iddiası,https://teyit.org/videonun-ataturkun-abdde-en-iyi-lider-secildigini-ve-obamanin-bunu-takdim-ettigini-gosterdigi-iddiasi/,2018-10-19,İDDİA / Video: ABD’de en iyi lider seçilen Atatürk’ü ve bunu Obama’nın takdim ettiğini gösteren video.,YANLIŞ
Claim,Fotoğrafların Cemal Kaşıkçı’nın parçalanan cesedini gösterdiği iddiası,https://teyit.org/fotograflarin-cemal-kasikcinin-parcalanan-cesedini-gosterdigi-iddiasi/,2018-10-21,İDDİA / Fotoğraf: Cemal Kaşıkçı’nın parçalanmış bedenini gösterdiği iddia edilen fotoğraflar.,YANLIŞ
Claim,Rachid Yusuf isimli Suriyeli mültecinin Türkiye hakkında söylediği sözlere ilişkin iddialar,https://teyit.org/rachid-yusuf-isimli-suriyeli-multecinin-turkiye-hakkinda-soyledigi-sozlere-iliskin-iddialar/,2018-10-22,İDDİA: Rachid Yusuf isimli Suriyeli mültecinin Türkiye hakkında söylediği sözler.,YANLIŞ
Claim,Fotoğrafın Mardin’de bir adamın iki gelinle nikah kıydığını gösterdiği iddiası,https://teyit.org/fotografin-mardinde-bir-adamin-iki-gelinle-nikah-kiydigini-gosterdigi-iddiasi/,2018-10-23,İDDİA / Fotoğraf: Mardin’de bir adam iki gelinle aynı anda nikah kıydı.,YANLIŞ
Claim,Müftü yardımcısı olduğu belirtilen Mehmet Uysal Adana’daki geneleve kayyım olarak atandı mı?,https://teyit.org/muftu-yardimcisi-oldugu-belirtilen-mehmet-uysal-adanadaki-geneleve-kayyim-olarak-atandi-mi/,2018-10-24,"İDDİA: Müftü yardımcısı Mehmet Uysal, Adana’daki geneleve kayyım olarak atandı.",YANLIŞ
Claim,Fotoğrafın son nefesini vermekte olan Cemal Kaşıkçı’yı gösterdiği iddiası,https://teyit.org/fotografin-son-nefesini-vermekte-olan-cemal-kasikciyi-gosterdigi-iddiasi/,2018-10-25,İDDİA / Fotoğraf: Cemal Kaşıkçı son nefesini veriyor.,YANLIŞ
Claim,The Economist dergisindeki karikatürün Rahip Brunson’ın tahliyesinden sonra yayımlandığı iddiası,https://teyit.org/the-economist-dergisindeki-karikaturun-rahip-brunsonin-tahliyesinden-sonra-yayimlandigi-iddiasi/,2018-10-26,İDDİA/ Fotoğraf: The Economist dergisi Rahip Brunson’ın tahliyesinden sonra Türkiye hakkında bir karikatür yayımladı.,YANLIŞ
Claim,NASA’nın yüzey aracı New York sokaklarında dolaştırıldı iddiası,https://teyit.org/nasanin-yuzey-araci-new-york-sokaklarinda-dolastirildi-iddiasi/,2018-10-02,İDDİA / Video: NASA’nın Mars’ta kullanılması için geliştirdiği araç New York sokaklarında dolaşıyor.,KARMA
Claim,Bazı İsrail vatandaşlarının protesto için topluca Arapça dersi almaya başladığı iddiası,https://teyit.org/bazi-israil-vatandaslarinin-protesto-icin-topluca-arapca-dersi-almaya-basladigi-iddiasi/,2018-09-13,İDDİA: Netanyahu hükümetinin Arapça'yı resmi dil statüsünden çıkarması üzerine bazı İsrailli Yahudiler protesto için topluca Arapça dersi almaya başladı.,DOĞRU
Claim,Şarbon tespit edildiği belirtilen “Tepecik Acil” iddiaları,https://teyit.org/sarbon-tespit-edildigi-belirtilen-tepecik-acil-iddialari/,2018-09-14,İDDİA: İzmir Tepecik Hastanesi acili şarbon yüzünden boşaltıldı. / Ankara Mamak Tepecik acil şarbon nedeniyle karantinaya alındı. / Samsun Tepecik acil şarbon nedeniyle karantinaya alındı.,YANLIŞ
Claim,Fotoğrafın Caddebostan’da şarbon hastalığı taşıyan sahile vurmuş ölü bir ineği gösterdiği iddiası,https://teyit.org/fotografin-caddebostanda-sarbon-hastaligi-tasiyan-sahile-vurmus-olu-bir-inegi-gosterdigi-iddiasi/,2018-09-14,İDDİA / Fotoğraf: Caddebostan’da şarbon hastalığı taşıyan ölü bir inek sahile vurdu.,YANLIŞ
Claim,Fotoğrafın Florence Kasırgası’nda vegan ürünleri kimsenin almadığını gösterdiği iddiası,https://teyit.org/fotografin-florence-kasirgasinda-vegan-urunleri-kimsenin-almadigini-gosterdigi-iddiasi/,2018-09-14,İDDİA / Fotoğraf: Florence Kasırgası sırasında vegan ürünleri kimse almadı.,YANLIŞ
Claim,Ronaldo’nun Pakistan’daki baraj için 15 milyon sterlin bağışladığı iddiası,https://teyit.org/ronaldonun-pakistandaki-baraj-icin-15-milyon-sterlin-bagisladigi-iddiasi/,2018-09-17,"İDDİA: Cristiano Ronaldo, Pakistan’da yapılan baraj için 15 milyon sterlin bağışta bulundu.",YANLIŞ
Claim,Fotoğrafın 5 litrelik yağ şişelerinin eksik doldurulduğunu gösterdiği iddiası,https://teyit.org/fotografin-5-litrelik-yag-siselerinin-eksik-dolduruldugunu-gosterdigi-iddiasi/,2018-09-17,İDDİA / Fotoğraf: 5 litrelik ayçiçek yağı daha az miktarda yağ içeriyor.,YANLIŞ
Claim,Videonun Mangkhut Tayfunu sırasında ters dönen uçağı gösterdiği iddiası,https://teyit.org/videonun-mangkhut-tayfunu-sirasinda-ters-donen-ucagi-gosterdigi-iddiasi/,2018-09-18,İDDİA / Video: Filipinler’de Mangkhut Tayfunu sırasında ters dönen uçak.,YANLIŞ
Claim,İskandinav ülkelerinde insanları güvenilir bulanların Türkiye’den çok daha fazla olduğu iddiası,https://teyit.org/iskandinav-ulkelerinde-insanlari-guvenilir-bulanlarin-turkiyeden-cok-daha-fazla-oldugu-iddiasi/,2018-09-18,İDDİA: Bir araştırmada “İnsanlara güveniyor musunuz?” sorusuna İskandinavya’daki katılımcıların yüzde 75’i “Evet” yanıtını verirken bu oran Türkiye’de yüzde 8 çıktı.,KARMA
Claim,Fotoğrafın Filistin’deki bir kampta bulunan Deniz Gezmiş’i gösterdiği iddiası,https://teyit.org/fotografin-filistindeki-bir-kampta-bulunan-deniz-gezmisi-gosterdigi-iddiasi/,2018-09-19,İDDİA / Fotoğraf: Deniz Gezmiş Filistin’de bir kampta İsrail’e karşı savaşıyor.,YANLIŞ
Claim,Süt ve süt ürünlerinden şarbon bulaştığı ve süt tüketilmemesi gerektiği iddiası,https://teyit.org/sut-ve-sut-urunlerinden-sarbon-bulastigi-ve-sut-tuketilmemesi-gerektigi-iddiasi/,2018-09-19,"İDDİA: WhatsApp’ta veteriner Mehmet Orhan Tolon’un attığı mesaja göre, şarbondan korunmak için süt ve süt ürünleri tüketilmemeli.",YANLIŞ
Claim,Fotoğrafın 10 TL’ye ibadet edilebilen Adıyaman’daki seyyar Kabe’yi gösterdiği iddiası,https://teyit.org/fotografin-adiyamandaki-seyyar-kabeyi-gosterdigi-iddiasi/,2018-09-20,İDDİA / Fotoğraf: Adıyaman'daki seyyar Kabe etrafında 10 TL'ye ibadet ediliyor.,YANLIŞ
Claim,Spider-Man oyununda türbanlı kadının Spider-Man’e sarılmadığı iddiası,https://teyit.org/spider-man-oyununda-turbanli-kadinin-spider-mane-sarilmadigi-iddiasi/,2018-09-21,"İDDİA / Video: Spider Man’in Play Station oyununda, türbanlı kadın Spider Man’in elini sıkmıyor ve sarılmıyor.",KARMA
Claim,Fotoğrafın Zonguldak’taki okul müdürüne ait “kral dairesini” gösterdiği iddiası,https://teyit.org/fotografin-zonguldaktaki-okul-mudurune-ait-kral-dairesini-gosterdigi-iddiasi/,2018-09-21,İDDİA / Fotoğraf: Zonguldak’taki bir okul müdürüne ait kral dairesi.,YANLIŞ
Claim,Fotoğrafın Cumhurbaşkanlığı’na alınan Mercedes limuzini gösterdiği iddiası,https://teyit.org/fotografin-cumhurbaskanligina-alinan-mercedes-limuzini-gosterdigi-iddiasi/,2018-09-24,İDDİA / Fotoğraf: Cumhurbaşkanlığı’na alınan Mercedes Maybach 62 S limuzini gösteren fotoğraf.,KARMA
Claim,Cumhurbaşkanlığı Külliyesi’nin içini gösterdiği iddia edilen fotoğraflar,https://teyit.org/cumhurbaskanligi-kulliyesinin-icini-gosterdigi-iddia-edilen-fotograflar/,2018-09-25,İDDİA: Fotoğraflar Cumhurbaşkanlığı Külliyesi’nin içini gösteriyor.,YANLIŞ
Claim,Türkiye’de son 6 ayda 225 bin Suriyelinin doğum yaptığı iddiası,https://teyit.org/turkiyede-son-6-ayda-225-bin-suriyelinin-dogum-yaptigi-iddiasi/,2018-09-25,İDDİA: Türkiye’de son 6 ay içerisinde 225 bin Suriyeli doğum yaptı.,YANLIŞ
Claim,Fotoğrafın yüzme eğitmenliği yapan Tesla’yı gösterdiği iddiası,https://teyit.org/fotografin-yuzme-egitmenligi-yapan-teslayi-gosterdigi-iddiasi/,2018-09-26,İDDİA / Fotoğraf: Tesla’nın yüzme eğitmeniyken çekildiği fotoğraf.,YANLIŞ
Claim,Fotoğrafın Afganistan’da 9 yaşında para karşılığı satılan kız çocuğunu gösterdiği iddiası,https://teyit.org/fotografin-afganistanda-9-yasinda-para-karsiligi-satilan-kiz-cocugunu-gosterdigi-iddiasi/,2018-09-27,İDDİA: Fotoğraf Afganistan'da para karşılığı satılan bir kız çocuğunu gösteriyor,YANLIŞ
Claim,Erdoğan’ın Almanya ziyaretinde Yeşiller Partisi’nden Cem Özdemir’le el sıkışmadığı iddiası,https://teyit.org/erdoganin-almanya-ziyaretinde-yesiller-partisinden-cem-ozdemirle-el-sikismadigi-iddiasi/,2018-10-01,"İDDİA: Cumhurbaşkanı Erdoğan, Yeşiller Partisi milletvekili Cem Özdemir ile el sıkışmadı.",YANLIŞ
Claim,Fotoğrafın Vladimir Putin’i gazeteci kılığında ajanlık yaparken gösterdiği iddiası,https://teyit.org/fotografin-vladimir-putin-i-gazeteci-kiliginda-ajanlik-yaparken-gosterdigi-iddiasi/,2018-09-11,"İDDİA / Fotoğraf: Vladimir Putin, ABD’nin Sovyetler Birliği’ni ziyareti sırasında gazeteci kılığında ajanlık yaptı.",YANLIŞ
Claim,Yeni yasaya göre 2 yıl milletvekilliği yapanların emekli sayılacağı iddiası,https://teyit.org/yeni-yasaya-gore-2-yil-milletvekilligi-yapanlarin-emekli-sayilacagi-iddiasi/,2018-08-28,İDDİA: Yeni yasaya göre 2 yıl milletvekilliği yapan emekli sayılacak.,YANLIŞ
Claim,Arnold Schwarzenegger oda tutamadığı için kendi heykelinin önünde mi yattı?,https://teyit.org/arnold-schwarzenegger-oda-tutamadigi-icin-kendi-heykelinin-onunde-mi-yatti/,2018-08-29,"İDDİA: Arnold Schwarzenegger, kendi ismiyle kurulan bir otelden oda tutamadığı için otelin önünde yer alan heykelinin önünde yattı.",YANLIŞ
